,title,context,category
3396,Kanye_West,"During a November 26, 2013 radio interview, West explained why he believed that President Obama had problems pushing policies in Washington: ""Man, let me tell you something about George Bush and oil money and Obama and no money. People want to say Obama can't make these moves or he's not executing. That's because he ain't got those connections. Black people don't have the same level of connections as Jewish people...We ain't Jewish. We don't got family that got money like that."" In response to his comments, the Anti-Defamation League stated: ""There it goes again, the age-old canard that Jews are all-powerful and control the levers of power in government."" On December 21, 2013, West backed off of the original comment and told a Chicago radio station that ""I thought I was giving a compliment, but if anything it came off more ignorant. I don’t know how being told you have money is an insult.""",Pop culture
3400,Kanye_West,"In February 2016, West again became embroiled in controversy when he posted a tweet seemingly asserting Bill Cosby's innocence in the wake of over 50 women making allegations of sexual assault directed at Cosby.",Pop culture
3402,Kanye_West,"In 2004, West had his first of a number of public incidents during his attendance at music award events. At the American Music Awards of 2004, West stormed out of the auditorium after losing Best New Artist to country singer Gretchen Wilson. He later commented, ""I felt like I was definitely robbed [...] I was the best new artist this year."" After the 2006 Grammy nominations were released, West said he would ""really have a problem"" if he did not win the Album of the Year, saying, ""I don't care what I do, I don't care how much I stunt – you can never take away from the amount of work I put into it. I don't want to hear all of that politically correct stuff."" On November 2, 2006, when his ""Touch the Sky"" failed to win Best Video at the MTV Europe Music Awards, West went onto the stage as the award was being presented to Justice and Simian for ""We Are Your Friends"" and argued that he should have won the award instead. Hundreds of news outlets worldwide criticized the outburst. On November 7, 2006, West apologized for this outburst publicly during his performance as support act for U2 for their Vertigo concert in Brisbane. He later spoofed the incident on the 33rd season premiere of Saturday Night Live in September 2007.",Pop culture
3408,Kanye_West,"On September 9, 2007, West suggested that his race had something to do with his being overlooked for opening the 2007 MTV Video Music Awards (VMAs) in favor of Britney Spears; he claimed, ""Maybe my skin’s not right."" West was performing at the event; that night, he lost all five awards that he was nominated for, including Best Male Artist and Video of the Year. After the show, he was visibly upset that he had lost at the VMAs two years in a row, stating that he would not come back to MTV ever again. He also appeared on several radio stations saying that when he made the song ""Stronger"" that it was his dream to open the VMAs with it. He has also stated that Spears has not had a hit in a long period of time and that MTV exploited her for ratings.",Pop culture
3412,Kanye_West,"On September 13, 2009, during the 2009 MTV Video Music Awards while Taylor Swift was accepting her award for Best Female Video for ""You Belong with Me"", West went on stage and grabbed the microphone to proclaim that Beyoncé's video for ""Single Ladies (Put a Ring on It)"", nominated for the same award, was ""one of the best videos of all time"". He was subsequently removed from the remainder of the show for his actions. When Beyoncé later won the award for Best Video of the Year for ""Single Ladies (Put a Ring on It)"", she called Swift up on stage so that she could finish her acceptance speech. West was criticized by various celebrities for the outburst, and by President Barack Obama, who called West a ""jackass"". In addition, West's VMA disruption sparked a large influx of Internet photo memes with blogs, forums and ""tweets"" with the ""Let you finish"" photo-jokes. He posted a Tweet soon after the event where he stated, ""Everybody wanna booooo me but I'm a fan of real pop culture... I'm not crazy y'all, I'm just real."" He then posted two apologies for the outburst on his personal blog; one on the night of the incident, and the other the following day, when he also apologized during an appearance on The Jay Leno Show. After Swift appeared on The View two days after the outburst, partly to discuss the matter, West called her to apologize personally. Swift said she accepted his apology.",Pop culture
3415,Kanye_West,"In September 2010, West wrote a series of apologetic tweets addressed to Swift including ""Beyonce didn't need that. MTV didn't need that and Taylor and her family friends and fans definitely didn't want or need that"" and concluding with ""I'm sorry Taylor."" He also revealed he had written a song for Swift and if she did not accept the song, he would perform it himself. However, on November 8, 2010, in an interview with a Minnesota radio station, he seemed to recant his past apologies by attempting to describe the act at the 2009 awards show as ""selfless"" and downgrade the perception of disrespect it created. In ""Famous,"" a track from his 2016 album The Life of Pablo, West implies that this incident led to Swift's stardom, rapping, ""I feel like me and Taylor might still have sex/ Why? I made that bitch famous."" After some media backlash about the reference, West posted on Twitter ""I did not diss Taylor Swift and I've never dissed her...First thing is I'm an artist and as an artist I will express how I feel with no censorship."" He continued by adding that he had asked both Swift and his wife, Kim Kardashian, for permission to publish the line.",Pop culture
3420,Kanye_West,"On February 8, 2015, at the 57th Annual Grammy Awards, West walked on stage as Beck was accepting his award for Album of the Year and then walked off stage, making everyone think he was joking around. After the awards show, West stated in an interview that he was not joking and that ""Beck needs to respect artistry, he should have given his award to Beyoncé"". On February 26, 2015, he publicly apologized to Beck on Twitter.",Pop culture
3424,Kanye_West,"On August 30, 2015, West was presented with the Michael Jackson Video Vanguard Award at the MTV Video Music Awards. In his acceptance speech, he stated, ""Y'all might be thinking right now, 'I wonder did he smoke something before he came out here?' And the answer is: 'Yes, I rolled up a little something. I knocked the edge off.'"" At the end of his speech, he announced, ""I have decided in 2020 to run for president.""",Pop culture
3427,Kanye_West,"Music fans have turned to Change.org around the globe to try and block West's participation at various events. The largest unsuccessful petition has been to the Glastonbury Festival 2015 with 133,000+ voters stating they would prefer a rock band to headline. On July 20, 2015, within five days of West's announcement as the headlining artist of the closing ceremonies of the 2015 Pan American Games, Change.org user XYZ collected over 50,000 signatures for West's removal as headliner citing the headlining artist should be Canadian. In his Pan American Games Closing Ceremony performance, close to the end of his performance, West closed the show by tossing his faulty microphone in the air and walked off stage.",Pop culture
3432,Kanye_West,"West began an on-and-off relationship with designer Alexis Phifer in 2002, and they became engaged in August 2006. The pair ended their 18-month engagement in 2008. West subsequently dated model Amber Rose from 2008 until the summer of 2010. West began dating reality star and longtime friend Kim Kardashian in April 2012. West and Kardashian became engaged in October 2013, and married on May 24, 2014 at Fort di Belvedere in Florence, Italy. Their private ceremony was subject to widespread mainstream coverage, with West taking issue with the couple's portrayal in the media. They have two children: daughter North ""Nori"" West (born June 15, 2013) and son Saint West (born December 5, 2015). In April 2015, West and Kardashian traveled to Jerusalem to have North baptized in the Armenian Apostolic Church at the Cathedral of St. James. The couple's high status and respective careers have resulted in their relationship becoming subject to heavy media coverage; The New York Times referred to their marriage as ""a historic blizzard of celebrity.""",Pop culture
3441,Kanye_West,"On November 10, 2007, at approximately 7:35 pm, paramedics responding to an emergency call transported West's mother, Donda West, to the nearby Centinela Freeman Hospital in Marina del Rey, California. She was unresponsive in the emergency room, and after resuscitation attempts, doctors pronounced her dead at approximately 8:30 pm, at age 58. The Los Angeles County coroner's office said in January 2008 that West had died of heart disease while suffering ""multiple post-operative factors"" after plastic surgery. She had undergone liposuction and breast reduction. Beverly Hills plastic surgeon Andre Aboolian had refused to do the surgery because West had a health condition that placed her at risk for a heart attack. Aboolian referred her to an internist to investigate her cardiac issue. She never met with the doctor recommended by Aboolian and had the procedures performed by a third doctor, Jan Adams.",Pop culture
3447,Kanye_West,"Adams sent condolences to Donda West's family but declined to publicly discuss the procedure, citing confidentiality. West’s family, through celebrity attorney Ed McPherson, filed complaints with the Medical Board against Adams and Aboolian for violating patient confidentiality following her death. Adams had previously been under scrutiny by the medical board. He appeared on Larry King Live on November 20, 2007, but left before speaking. Two days later, he appeared again, with his attorney, stating he was there to ""defend himself"". He said that the recently released autopsy results ""spoke for themselves"". The final coroner's report January 10, 2008, concluded that Donda West died of ""coronary artery disease and multiple post-operative factors due to or as a consequence of liposuction and mammoplasty"".",Pop culture
3453,Kanye_West,"The funeral and burial for Donda West was held in Oklahoma City on November 20, 2007. West played his first concert following the funeral at The O2 in London on November 22. He dedicated a performance of ""Hey Mama"", as well as a cover of Journey's ""Don't Stop Believin'"", to his mother, and did so on all other dates of his Glow in the Dark tour.",Pop culture
3459,Kanye_West,"At a December 2008 press conference in New Zealand, West spoke about his mother's death for the first time. ""It was like losing an arm and a leg and trying to walk through that"", he told reporters.",Pop culture
3461,Kanye_West,"California governor Arnold Schwarzenegger signed the ""Donda West Law"", legislation which makes it mandatory for patients to provide medical clearance for elective cosmetic surgery.",Pop culture
3464,Kanye_West,"In December 2006, Robert ""Evel"" Knievel sued West for trademark infringement in West's video for ""Touch the Sky"". Knievel took issue with a ""sexually charged video"" in which West takes on the persona of ""Evel Kanyevel"" and attempts flying a rocket over a canyon. The suit claimed infringement on Knievel's trademarked name and likeness. Knievel also claimed that the ""vulgar and offensive"" images depicted in the video damaged his reputation. The suit sought monetary damages and an injunction to stop distribution of the video. West's attorneys argued that the music video amounted to satire and therefore was covered under the First Amendment. Just days before his death in November 2007, Knievel amicably settled the suit after being paid a visit from West, saying, ""I thought he was a wonderful guy and quite a gentleman.""",Pop culture
3469,Kanye_West,"On September 11, 2008, West and his road manager/bodyguard Don ""Don C."" Crowley were arrested at Los Angeles International Airport and booked on charges of felony vandalism after an altercation with the paparazzi in which West and Crowley broke the photographers' cameras. West was later released from the Los Angeles Police Department's Pacific Division station in Culver City on $20,000 bail bond. On September 26, 2008, the Los Angeles County District Attorney's Office said it would not file felony counts against West over the incident. Instead the case file was forwarded to the city attorney's office, which charged West with one count of misdemeanor vandalism, one count of grand theft and one count of battery and his manager with three counts of each on March 18, 2009. West's and Crowley's arraignment was delayed from an original date of April 14, 2009.",Pop culture
3476,Kanye_West,"West was arrested again on November 14, 2008 at the Hilton hotel near Gateshead after another scuffle involving a photographer outside the famous Tup Tup Palace nightclub in Newcastle upon Tyne. He was later released ""with no further action"", according to a police spokesperson.",Pop culture
3480,Kanye_West,"On July 19, 2013, West was leaving LAX as he was surrounded by dozens of paparazzi. West became increasingly agitated as a photographer, Daniel Ramos, continued to ask him why people were not allowed to speak in his presence. West then says, ""I told you don't talk to me, right? You trying to get me in trouble so I steal off on you and have to pay you like $250,000 and shit."" Then he allegedly charged the man and grabbed him and his camera. The incident captured by TMZ, took place for a few seconds before a female voice can be heard telling West to stop. West then released the man, and his camera, and drove away from the scene. Medics were later called to the scene on behalf of the photographer who was grabbed. It was reported West could be charged with felony attempted robbery behind the matter. However, the charges were reduced to misdemeanor criminal battery and attempted grand theft. In March 2014, West was sentenced to serve two years' probation for the misdemeanor battery conviction and required to attend 24 anger management sessions, perform 250 hours of community service and pay restitution to Ramos.",Pop culture
3486,Kanye_West,"After the success of his song ""Jesus Walks"" from the album The College Dropout, West was questioned on his beliefs and said, ""I will say that I'm spiritual. I have accepted Jesus as my Savior. And I will say that I fall short every day."" More recently, in September 2014, West referred to himself as a Christian during one of his concerts.",Pop culture
3489,Kanye_West,"West is among the most critically acclaimed artists of the twenty-first century, receiving praise from music critics, fans, fellow musicians, artists, and wider cultural figures for his work. AllMusic editor Jason Birchmeier writes of his impact, ""As his career progressed throughout the early 21st century, West shattered certain stereotypes about rappers, becoming a superstar on his own terms without adapting his appearance, his rhetoric, or his music to fit any one musical mold."" Jon Caramanic of The New York Times said that West has been ""a frequent lightning rod for controversy, a bombastic figure who can count rankling two presidents among his achievements, along with being a reliably dyspeptic presence at award shows (when he attends them)."" Village Voice Media senior editor Ben Westhoff dubbed him the greatest hip hop artist of all time, writing that ""he's made the best albums and changed the game the most, and his music is the most likely to endure,"" while Complex called him the 21st century's ""most important artist of any art form, of any genre."" The Guardian has compared West to David Bowie, arguing that ""there is nobody else who can sell as many records as West does (30m-odd album sales and counting) while remaining so resolutely experimental and capable of stirring things up culturally and politically.""",Pop culture
3494,Kanye_West,"West's middle-class background, flamboyant fashion sense and outspokenness have additionally set him apart from other rappers. Early in his career, he was among the first rappers to publicly criticize the preponderance of homophobia in hip hop. The sales competition between rapper 50 Cent's Curtis and West's Graduation altered the direction of hip hop and helped pave the way for new rappers who did not follow the hardcore-gangster mold. Rosie Swash of The Guardian viewed the sales competition as a historical moment in hip-hop, because it ""highlighted the diverging facets of hip-hop in the last decade; the former was gangsta rap for the noughties, while West was the thinking man's alternative."" Rolling Stone credited West with transforming hip hop's mainstream, ""establishing a style of introspective yet glossy rap [...]"", and called him ""as interesting and complicated a pop star as the 2000s produced—a rapper who mastered, upped and moved beyond the hip-hop game, a producer who created a signature sound and then abandoned it to his imitators, a flashy, free-spending sybarite with insightful things to say about college, culture and economics, an egomaniac with more than enough artistic firepower to back it up."" His 2008 album 808s & Heartbreak polarized both listeners and critics upon its release, but was commercially successful and impacted hip hop and pop stylistically, as it laid the groundwork for a new wave of artists who generally eschewed typical rap braggadocio for intimate subject matter and introspection, including Frank Ocean, The Weeknd, Drake, Future, Kid Cudi, Childish Gambino, Lil Durk, Chief Keef, and Soulja Boy. According to Ben Detrick of XXL magazine, West effectively led a new wave of artists, including Kid Cudi, Wale, Lupe Fiasco, Kidz in the Hall, and Drake, who lacked the interest or ability to rap about gunplay or drug-dealing.",Pop culture
3499,Kanye_West,"A substantial number of artists and other figures have been influenced by, or complimented, West's work, including hip hop artists RZA of Wu-Tang Clan, Chuck D of Public Enemy, and DJ Premier of Gang Starr. Both Drake and Casey Veggies have acknowledged being influenced directly by West. Non-rap artists such as English singer-songwriters Adele and Lily Allen, New Zealand artist Lorde, rock band Arctic Monkeys, pop singer Halsey, Sergio Pizzorno of English rock band Kasabian and American indie rock group MGMT have cited West as an influence. Experimental and electronic artists such as James Blake Daniel Lopatin, and Tim Hecker have also cited West's work as an inspiration. Experimental rock pioneer and Velvet Underground founder Lou Reed, in a review of West's album Yeezus, wrote that ""the guy really, really, really is talented. He's really trying to raise the bar. No one's near doing what he’s doing, it’s not even on the same planet."" Musicians such as Paul McCartney and Prince have also commended West's work. Famed Tesla Motors CEO and inventor Elon Musk complimented West in a piece for Time Magazine's 100 most influential people list, writing that:",Pop culture
3501,Kanye_West,"West's first six solo studio albums, all of which have gone platinum, have received numerous awards and critical acclaim. All of his albums have been commercially successful, with Yeezus, his sixth solo album, becoming his fifth consecutive No. 1 album in the U.S. upon release. West has had six songs exceed 3 million in digital sales as of December 2012, with ""Gold Digger"" selling 3,086,000, ""Stronger"" selling 4,402,000, ""Heartless"" selling 3,742,000, ""E.T."" selling over 4,000,000, ""Love Lockdown"" selling over 3,000,000, and ""Niggas in Paris"" selling over 3,000,000, placing him third in overall digital sales of the past decade. He has sold over 30 million digital songs in the United States making him one of the best-selling digital artists of all-time.",Pop culture
3508,Kanye_West,"As of 2013, West has won a total of 21 Grammy Awards, making him one of the most awarded artists of all-time. About.com ranked Kanye West No. 8 on their ""Top 50 Hip-Hop Producers"" list. On May 16, 2008, Kanye West was crowned by MTV as the year's No. 1 ""Hottest MC in the Game."" On December 17, 2010, Kanye West was voted as the MTV Man of the Year by MTV. Billboard ranked Kanye West No. 3 on their list of Top 10 Producers of the Decade. West ties with Bob Dylan for having topped the annual Pazz & Jop critic poll the most number of times ever, with four number-one albums each. West has also been included twice in the Time 100 annual lists of the most influential people in the world as well as being listed in a number of Forbes annual lists.",Pop culture
3516,Kanye_West,"In its 2012 list of ""500 Greatest Albums of All Time, Rolling Stone included three of West's albums—The College Dropout at number 298, Late Registration at number 118, and My Beautiful Dark Twisted Fantasy at number 353.",Pop culture
3518,Kanye_West,"The Pitchfork online music publication ranked My Beautiful Dark Twisted Fantasy as the world's best album of the decade ""so far""—between 2010 and 2014—on August 19, 2014, while Yeezus was ranked in the eighth position of a list of 100 albums. During the same week, the song ""Runaway"" (featuring Pusha T) was ranked in the third position in the publication's list of the 200 ""best tracks"" released since 2010.",Pop culture
3523,Kanye_West,"West's outspoken views and ventures outside of music have received significant mainstream attention. He has been a frequent source of controversy and public scrutiny for his conduct at award shows, on social media, and in other public settings. His more publicized comments include his declaration that President George W. Bush ""doesn't care about black people"" during a live 2005 television broadcast for Hurricane Katrina relief, and his interruption of singer Taylor Swift at the 2009 MTV Video Music Awards. West's efforts as a designer include collaborations with Nike, Louis Vuitton, and A.P.C. on both clothing and footwear, and have most prominently resulted in the Yeezy Season collaboration with Adidas beginning in 2013. He is the founder and head of the creative content company DONDA.",Pop culture
3528,Arnold_Schwarzenegger,"Arnold Alois Schwarzenegger (/ˈʃwɔːrtsənˌɛɡər/; German: [ˈaɐ̯nɔlt ˈalɔʏs ˈʃvaɐ̯tsn̩ˌɛɡɐ]; born July 30, 1947) is an Austrian-American actor, filmmaker, businessman, investor, author, philanthropist, activist, former professional bodybuilder and politician. He served two terms as the 38th Governor of California from 2003 until 2011.",Pop culture
3531,Arnold_Schwarzenegger,"Schwarzenegger began weight training at the age of 15. He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times. Schwarzenegger has remained a prominent presence in bodybuilding and has written many books and articles on the sport. He is widely considered to be among the greatest bodybuilders of all times as well as its biggest icon. Schwarzenegger gained worldwide fame as a Hollywood action film icon. His breakthrough film was the sword-and-sorcery epic Conan the Barbarian in 1982, which was a box-office hit and resulted in a sequel. In 1984, he appeared in James Cameron's science-fiction thriller film The Terminator, which was a massive critical and box-office success. Schwarzenegger subsequently reprised the Terminator character in the franchise's later installments in 1991, 2003, and 2015. He appeared in a number of successful films, such as Commando (1985), The Running Man (1987), Predator (1987), Twins (1988), Total Recall (1990), Kindergarten Cop (1990) and True Lies (1994). He was nicknamed the ""Austrian Oak"" in his bodybuilding days, ""Arnie"" during his acting career, and ""The Governator"" (a portmanteau of ""Governor"" and ""The Terminator"", one of his best-known movie roles).",Pop culture
3536,Arnold_Schwarzenegger,"As a Republican, he was first elected on October 7, 2003, in a special recall election to replace then-Governor Gray Davis. Schwarzenegger was sworn in on November 17, to serve the remainder of Davis's term. Schwarzenegger was then re-elected on November 7, 2006, in California's 2006 gubernatorial election, to serve a full term as governor, defeating Democrat Phil Angelides, who was California State Treasurer at the time. Schwarzenegger was sworn in for his second term on January 5, 2007. In 2011, Schwarzenegger completed his second term as governor.",Pop culture
3540,Arnold_Schwarzenegger,"Schwarzenegger was born in Thal, a village bordering the city of Graz in Styria, Austria and christened Arnold Alois. His parents were Gustav Schwarzenegger (August 17, 1907 – December 13, 1972), and Aurelia Schwarzenegger (née Jadrny; July 29, 1922 – August 2, 1998). Gustav was the local chief of police, and had served in World War II as a Hauptfeldwebel after voluntarily joining the Nazi Party in 1938, though he was discharged in 1943 following a bout of malaria. He married Arnold's mother on October 20, 1945;– he was 38, and she was 23 years old. According to Schwarzenegger, both of his parents were very strict: ""Back then in Austria it was a very different world, if we did something bad or we disobeyed our parents, the rod was not spared."" He grew up in a Roman Catholic family who attended Mass every Sunday.",Pop culture
3544,Arnold_Schwarzenegger,"Gustav had a preference for his elder son, Meinhard (July 17, 1946 – May 20, 1971), over Arnold. His favoritism was ""strong and blatant,"" which stemmed from unfounded suspicion that Arnold was not his biological child. Schwarzenegger has said his father had ""no patience for listening or understanding your problems."" Schwarzenegger had a good relationship with his mother and kept in touch with her until her death. In later life, Schwarzenegger commissioned the Simon Wiesenthal Center to research his father's wartime record, which came up with no evidence of Gustav's being involved in atrocities, despite Gustav's membership in the Nazi Party and SA. Schwarzenegger's father's background received wide press attention during the 2003 California recall campaign. At school, Schwarzenegger was apparently in the middle but stood out for his ""cheerful, good-humored and exuberant"" character. Money was a problem in their household; Schwarzenegger recalled that one of the highlights of his youth was when the family bought a refrigerator.",Pop culture
3546,Arnold_Schwarzenegger,"As a boy, Schwarzenegger played several sports, heavily influenced by his father. He picked up his first barbell in 1960, when his soccer coach took his team to a local gym. At the age of 14, he chose bodybuilding over soccer as a career. Schwarzenegger has responded to a question asking if he was 13 when he started weightlifting: ""I actually started weight training when I was 15, but I'd been participating in sports, like soccer, for years, so I felt that although I was slim, I was well-developed, at least enough so that I could start going to the gym and start Olympic lifting."" However, his official website biography claims: ""At 14, he started an intensive training program with Dan Farmer, studied psychology at 15 (to learn more about the power of mind over body) and at 17, officially started his competitive career."" During a speech in 2001, he said, ""My own plan formed when I was 14 years old. My father had wanted me to be a police officer like he was. My mother wanted me to go to trade school."" Schwarzenegger took to visiting a gym in Graz, where he also frequented the local movie theaters to see bodybuilding idols such as Reg Park, Steve Reeves, and Johnny Weissmuller on the big screen. When Reeves died in 2000, Schwarzenegger fondly remembered him: ""As a teenager, I grew up with Steve Reeves. His remarkable accomplishments allowed me a sense of what was possible, when others around me didn't always understand my dreams. Steve Reeves has been part of everything I've ever been fortunate enough to achieve."" In 1961, Schwarzenegger met former Mr. Austria Kurt Marnul, who invited him to train at the gym in Graz. He was so dedicated as a youngster that he broke into the local gym on weekends, when it was usually closed, so that he could train. ""It would make me sick to miss a workout... I knew I couldn't look at myself in the mirror the next morning if I didn't do it."" When Schwarzenegger was asked about his first movie experience as a boy, he replied: ""I was very young, but I remember my father taking me to the Austrian theaters and seeing some newsreels. The first real movie I saw, that I distinctly remember, was a John Wayne movie.""",Pop culture
3550,Arnold_Schwarzenegger,"On May 20, 1971, his brother, Meinhard, died in a car accident. Meinhard had been drinking and was killed instantly. Schwarzenegger did not attend his funeral. Meinhard was due to marry Erika Knapp, and the couple had a three-year-old son, Patrick. Schwarzenegger would pay for Patrick's education and help him to emigrate to the United States. Gustav died the following year from a stroke. In Pumping Iron, Schwarzenegger claimed that he did not attend his father's funeral because he was training for a bodybuilding contest. Later, he and the film's producer said this story was taken from another bodybuilder for the purpose of showing the extremes that some would go to for their sport and to make Schwarzenegger's image more cold and machine-like in order to fan controversy for the film. Barbara Baker, his first serious girlfriend, has said he informed her of his father's death without emotion and that he never spoke of his brother. Over time, he has given at least three versions of why he was absent from his father's funeral.",Pop culture
3554,Arnold_Schwarzenegger,"In an interview with Fortune in 2004, Schwarzenegger told how he suffered what ""would now be called child abuse"" at the hands of his father: ""My hair was pulled. I was hit with belts. So was the kid next door. It was just the way it was. Many of the children I've seen were broken by their parents, which was the German-Austrian mentality. They didn't want to create an individual. It was all about conforming. I was one who did not conform, and whose will could not be broken. Therefore, I became a rebel. Every time I got hit, and every time someone said, 'you can't do this,' I said, 'this is not going to be for much longer, because I'm going to move out of here. I want to be rich. I want to be somebody.'""",Pop culture
3555,Arnold_Schwarzenegger,"Schwarzenegger served in the Austrian Army in 1965 to fulfill the one year of service required at the time of all 18-year-old Austrian males. During his army service, he won the Junior Mr. Europe contest. He went AWOL during basic training so he could take part in the competition and spent a week in military prison: ""Participating in the competition meant so much to me that I didn't carefully think through the consequences."" He won another bodybuilding contest in Graz, at Steirer Hof Hotel (where he had placed second). He was voted best built man of Europe, which made him famous. ""The Mr. Universe title was my ticket to America – the land of opportunity, where I could become a star and get rich."" Schwarzenegger made his first plane trip in 1966, attending the NABBA Mr. Universe competition in London. He would come in second in the Mr. Universe competition, not having the muscle definition of American winner Chester Yorton.",Pop culture
3559,Arnold_Schwarzenegger,"Charles ""Wag"" Bennett, one of the judges at the 1966 competition, was impressed with Schwarzenegger and he offered to coach him. As Schwarzenegger had little money, Bennett invited him to stay in his crowded family home above one of his two gyms in Forest Gate, London, England. Yorton's leg definition had been judged superior, and Schwarzenegger, under a training program devised by Bennett, concentrated on improving the muscle definition and power in his legs. Staying in the East End of London helped Schwarzenegger improve his rudimentary grasp of the English language. Also in 1966, Schwarzenegger had the opportunity to meet childhood idol Reg Park, who became his friend and mentor. The training paid off and, in 1967, Schwarzenegger won the title for the first time, becoming the youngest ever Mr. Universe at the age of 20. He would go on to win the title a further three times. Schwarzenegger then flew back to Munich, training for four to six hours daily, attending business school and working in a health club (Rolf Putziger's gym where he worked and trained from 1966–1968), returning in 1968 to London to win his next Mr. Universe title. He frequently told Roger C. Field, his English coach and friend in Munich at that time, ""I'm going to become the greatest actor!""",Pop culture
3563,Arnold_Schwarzenegger,"Schwarzenegger, who dreamed of moving to the U.S. since the age of 10, and saw bodybuilding as the avenue through which to do so, realized his dream by moving to the United States in September 1968 at the age of 21, speaking little English. There he trained at Gold's Gym in Venice, Los Angeles, California, under Joe Weider. From 1970 to 1974, one of Schwarzenegger's weight training partners was Ric Drasin, a professional wrestler who designed the original Gold's Gym logo in 1973. Schwarzenegger also became good friends with professional wrestler Superstar Billy Graham. In 1970, at age 23, he captured his first Mr. Olympia title in New York, and would go on to win the title a total of seven times.",Pop culture
3567,Arnold_Schwarzenegger,"Immigration law firm Siskind & Susser have stated that Schwarzenegger may have been an illegal immigrant at some point in the late 1960s or early 1970s because of violations in the terms of his visa. LA Weekly would later say in 2002 that Schwarzenegger is the most famous immigrant in America, who ""overcame a thick Austrian accent and transcended the unlikely background of bodybuilding to become the biggest movie star in the world in the 1990s"".",Pop culture
3568,Arnold_Schwarzenegger,"In 1977, Schwarzenegger's autobiography/weight-training guide Arnold: The Education of a Bodybuilder was published and became a huge success. After taking English classes at Santa Monica College in California, he earned a BA by correspondence from the University of Wisconsin–Superior, where he graduated with a degree in international marketing of fitness and business administration in 1979.",Pop culture
3570,Arnold_Schwarzenegger,"He tells that during this time he ran into a friend who told him that he was teaching Transcendental Meditation (TM), which prompted Schwarzenegger to reveal he had been struggling with anxiety for the first time in his life: ""Even today, I still benefit from [the year of TM] because I don't merge and bring things together and see everything as one big problem.""",Pop culture
3572,Arnold_Schwarzenegger,"Schwarzenegger is considered among the most important figures in the history of bodybuilding, and his legacy is commemorated in the Arnold Classic annual bodybuilding competition. Schwarzenegger has remained a prominent face in the bodybuilding sport long after his retirement, in part because of his ownership of gyms and fitness magazines. He has presided over numerous contests and awards shows.",Pop culture
3573,Arnold_Schwarzenegger,"For many years, he wrote a monthly column for the bodybuilding magazines Muscle & Fitness and Flex. Shortly after being elected Governor, he was appointed executive editor of both magazines, in a largely symbolic capacity. The magazines agreed to donate $250,000 a year to the Governor's various physical fitness initiatives. When the deal, including the contract that gave Schwarzenegger at least $1 million a year, was made public in 2005, many criticized it as being a conflict of interest since the governor's office made decisions concerning regulation of dietary supplements in California. Consequently, Schwarzenegger relinquished the executive editor role in 2005. American Media Inc., which owns Muscle & Fitness and Flex, announced in March 2013 that Schwarzenegger had accepted their renewed offer to be executive editor of the magazines.",Pop culture
3576,Arnold_Schwarzenegger,"One of the first competitions he won was the Junior Mr. Europe contest in 1965. He won Mr. Europe the following year, at age 19. He would go on to compete in, and win, many bodybuilding contests. His bodybuilding victories included five Mr. Universe (4 – NABBA [England], 1 – IFBB [USA]) wins, and seven Mr. Olympia wins, a record which would stand until Lee Haney won his eighth consecutive Mr. Olympia title in 1991.",Pop culture
3578,Arnold_Schwarzenegger,Schwarzenegger continues to work out even today. When asked about his personal training during the 2011 Arnold Classic he said that he was still working out a half an hour with weights every day.,Pop culture
3579,Arnold_Schwarzenegger,"In 1967, Schwarzenegger won the Munich stone-lifting contest, in which a stone weighing 508 German pounds (254 kg/560 lbs.) is lifted between the legs while standing on two foot rests.",Pop culture
3580,Arnold_Schwarzenegger,"Schwarzenegger's goal was to become the greatest bodybuilder in the world, which meant becoming Mr. Olympia. His first attempt was in 1969, when he lost to three-time champion Sergio Oliva. However, Schwarzenegger came back in 1970 and won the competition, making him the youngest ever Mr. Olympia at the age of 23, a record he still holds to this day.",Pop culture
3584,Arnold_Schwarzenegger,"He continued his winning streak in the 1971–74 competitions. In 1975, Schwarzenegger was once again in top form, and won the title for the sixth consecutive time, beating Franco Columbu. After the 1975 Mr. Olympia contest, Schwarzenegger announced his retirement from professional bodybuilding.",Pop culture
3587,Arnold_Schwarzenegger,"Months before the 1975 Mr. Olympia contest, filmmakers George Butler and Robert Fiore persuaded Schwarzenegger to compete, in order to film his training in the bodybuilding documentary called Pumping Iron. Schwarzenegger had only three months to prepare for the competition, after losing significant weight to appear in the film Stay Hungry with Jeff Bridges. Lou Ferrigno proved not to be a threat, and a lighter-than-usual Schwarzenegger convincingly won the 1975 Mr. Olympia.",Pop culture
3590,Arnold_Schwarzenegger,"Schwarzenegger came out of retirement, however, to compete in the 1980 Mr. Olympia. Schwarzenegger was training for his role in Conan, and he got into such good shape because of the running, horseback riding and sword training, that he decided he wanted to win the Mr. Olympia contest one last time. He kept this plan a secret, in the event that a training accident would prevent his entry and cause him to lose face. Schwarzenegger had been hired to provide color commentary for network television, when he announced at the eleventh hour that while he was there: ""Why not compete?"" Schwarzenegger ended up winning the event with only seven weeks of preparation. After being declared Mr. Olympia for a seventh time, Schwarzenegger then officially retired from competition.",Pop culture
